item_id,knowledge_code
1,"[3, 69]"
2,"[93, 69]"
3,"[3, 69]"
4,"[3, 78]"
5,"[93, 69]"
6,[26]
7,[96]
8,[96]
9,[96]
10,[59]
11,[39]
12,[39]
13,[65]
14,"[65, 78]"
15,"[65, 78]"
16,"[39, 78]"
17,[65]
18,[65]
19,[65]
20,[65]
21,[39]
22,[65]
23,"[65, 97]"
24,"[65, 97]"
25,"[65, 69]"
26,"[65, 69]"
27,"[39, 59]"
28,[65]
29,[65]
30,[65]
31,[65]
32,[65]
33,"[65, 86]"
34,"[65, 86]"
35,"[65, 86]"
36,"[39, 86]"
37,"[65, 86]"
38,"[65, 86]"
39,"[65, 86]"
40,"[65, 86]"
41,"[64, 86]"
42,[39]
43,[39]
44,[39]
45,[39]
46,[39]
47,"[39, 28]"
48,"[39, 61]"
49,"[39, 28]"
50,"[39, 34]"
51,"[39, 28]"
52,"[29, 28]"
53,[29]
54,[29]
55,[29]
56,[29]
57,[59]
58,"[29, 94]"
59,"[55, 98]"
60,"[91, 45]"
61,"[55, 45]"
62,[91]
63,[29]
64,[39]
65,[1]
66,[1]
67,[1]
68,[1]
69,[39]
70,[27]
71,[39]
72,"[39, 98]"
73,"[39, 94]"
74,"[39, 94]"
75,"[39, 101]"
76,"[39, 101]"
77,"[39, 66]"
78,"[44, 66]"
79,[44]
80,[44]
81,[44]
82,"[65, 27]"
83,"[65, 67]"
84,"[65, 67]"
85,"[65, 27]"
86,"[65, 27]"
87,[91]
88,[91]
89,[91]
90,[91]
91,[65]
92,[65]
93,[65]
94,[65]
95,[91]
96,[91]
97,[91]
98,[91]
99,[65]
100,[65]
101,[65]
102,[65]
103,[91]
104,[91]
105,[91]
106,[91]
107,[65]
108,[65]
109,[65]
110,"[65, 86]"
111,"[65, 86]"
112,"[65, 86]"
113,"[65, 86]"
114,"[65, 86]"
115,"[25, 86]"
116,"[25, 86]"
117,"[25, 86]"
118,"[25, 74]"
119,"[25, 74]"
120,"[65, 59]"
121,[65]
122,[91]
123,[91]
124,[91]
125,[65]
126,[65]
127,"[75, 65]"
128,"[75, 65]"
129,"[75, 65]"
130,"[65, 75]"
131,"[65, 75]"
132,"[65, 14]"
133,"[65, 68]"
134,"[65, 14]"
135,"[65, 14]"
136,"[65, 14]"
137,[65]
138,[65]
139,[65]
140,"[91, 65]"
141,"[91, 65]"
142,[65]
143,[65]
144,[65]
145,[65]
146,"[91, 65]"
147,[91]
148,[65]
149,[65]
150,[25]
151,[65]
152,[65]
153,[65]
154,[65]
155,[65]
156,[3]
157,[65]
158,[91]
159,[91]
160,[65]
161,[55]
162,[3]
163,"[65, 22]"
164,"[65, 22]"
165,"[65, 22]"
166,"[65, 22]"
167,[65]
168,[65]
169,[65]
170,[65]
171,"[3, 14]"
172,"[96, 68]"
173,"[3, 68]"
174,"[26, 14]"
175,"[39, 78]"
176,"[65, 78]"
177,"[65, 78]"
178,"[96, 78]"
179,[96]
180,[39]
181,[39]
182,[27]
183,"[27, 99]"
184,"[96, 99]"
185,"[96, 99]"
186,[39]
187,[65]
188,[65]
189,[65]
190,[65]
191,[65]
192,[65]
193,[65]
194,[2]
195,[37]
196,[40]
197,[44]
198,[44]
199,[44]
200,"[44, 72]"
201,"[44, 72]"
202,"[44, 72]"
203,"[44, 72]"
204,"[72, 44]"
205,"[44, 72]"
206,[44]
207,[44]
208,[44]
209,[44]
210,[44]
211,[44]
212,[44]
213,"[44, 94]"
214,"[44, 93]"
215,"[41, 93]"
216,[41]
217,[41]
218,[41]
219,"[41, 39]"
220,"[41, 39]"
221,"[41, 39, 59]"
222,"[41, 39]"
223,"[41, 39]"
224,"[41, 59]"
225,"[41, 59]"
226,"[41, 59]"
227,"[44, 59]"
228,"[44, 59]"
229,"[41, 59]"
230,"[41, 59]"
231,"[41, 59]"
232,"[44, 65]"
233,"[44, 65]"
234,"[44, 65]"
235,"[41, 65]"
236,"[41, 65]"
237,"[44, 65]"
238,"[41, 65]"
239,"[41, 65]"
240,[41]
241,[44]
242,[41]
243,[41]
244,[41]
245,[41]
246,"[44, 94]"
247,"[41, 98]"
248,"[64, 94]"
249,"[41, 59]"
250,"[44, 59]"
251,"[96, 59]"
252,"[96, 59]"
253,[96]
254,[96]
255,[96]
256,[91]
257,[96]
258,[96]
259,[96]
260,[96]
261,[96]
262,[96]
263,[96]
264,[39]
265,[39]
266,[39]
267,[39]
268,[39]
269,[14]
270,[14]
271,[14]
272,[18]
273,[14]
274,[100]
275,[100]
276,[14]
277,[14]
278,[76]
279,[23]
280,[23]
281,[96]
282,[96]
283,[96]
284,[96]
285,[96]
286,[96]
287,[96]
288,[96]
289,[29]
290,[55]
291,[91]
292,[55]
293,[91]
294,[29]
295,[92]
296,[92]
297,[92]
298,[93]
299,[92]
300,[92]
301,[92]
302,[92]
303,[92]
304,[92]
305,[92]
306,[92]
307,[92]
308,[92]
309,[92]
310,[92]
311,[92]
312,[39]
313,[39]
314,[39]
315,[96]
316,[96]
317,[96]
318,[96]
319,[62]
320,[89]
321,[89]
322,[89]
323,[89]
324,[62]
325,[62]
326,"[89, 96]"
327,"[89, 96]"
328,"[89, 96]"
329,"[39, 96]"
330,"[72, 96]"
331,[72]
332,[65]
333,[39]
334,[26]
335,"[26, 3]"
336,"[26, 3]"
337,"[39, 3]"
338,"[3, 59]"
339,"[3, 89]"
340,"[3, 89]"
341,"[3, 89]"
342,"[3, 62]"
343,"[95, 96]"
344,[96]
345,[96]
346,[96]
347,[96]
348,[96]
349,[35]
350,[60]
351,[60]
352,[60]
353,"[60, 96]"
354,"[60, 96]"
355,"[60, 96]"
356,"[35, 96]"
357,"[27, 100]"
358,"[27, 100]"
359,"[86, 14]"
360,"[27, 14]"
361,"[27, 76]"
362,"[27, 14]"
363,[27]
364,[27]
365,"[27, 39]"
366,"[27, 92]"
367,"[27, 93]"
368,"[27, 92]"
369,"[41, 92]"
370,[41]
371,[41]
372,[41]
373,[27]
374,[27]
375,[27]
376,[27]
377,[27]
378,[60]
379,[27]
380,[67]
381,[67]
382,[67]
383,[39]
384,[39]
385,[39]
386,[39]
387,[90]
388,[90]
389,[90]
390,[90]
391,[38]
392,[38]
393,[38]
394,[38]
395,"[38, 100]"
396,"[38, 100]"
397,"[38, 14]"
398,"[38, 14]"
399,"[38, 76]"
400,"[38, 14]"
401,[38]
402,[38]
403,[38]
404,[38]
405,"[38, 89]"
406,"[38, 89]"
407,"[38, 89]"
408,"[38, 89]"
409,"[38, 62]"
410,[78]
411,[78]
412,[78]
413,[78]
414,[56]
415,[56]
416,[81]
417,[56]
418,"[56, 92]"
419,"[67, 92]"
420,"[92, 81]"
421,"[92, 66]"
422,"[92, 81]"
423,"[28, 92]"
424,"[28, 92]"
425,"[28, 92]"
426,[28]
427,[28]
428,[28]
429,[42]
430,[63]
431,[42]
432,[63]
433,"[63, 23]"
434,"[14, 96]"
435,"[14, 96]"
436,"[38, 23]"
437,"[66, 91]"
438,"[66, 96]"
439,"[66, 96]"
440,"[66, 96]"
441,"[38, 96]"
442,"[38, 39]"
443,"[38, 39]"
444,"[38, 39]"
445,"[49, 72]"
446,"[49, 72]"
447,"[65, 49]"
448,"[39, 49]"
449,[49]
450,[49]
451,[49]
452,"[90, 44]"
453,"[90, 44]"
454,"[90, 44, 59]"
455,"[90, 44, 59]"
456,"[82, 96]"
457,"[82, 96]"
458,"[82, 96]"
459,"[56, 96]"
460,"[56, 96]"
461,"[56, 96]"
462,"[56, 96]"
463,"[86, 96]"
464,"[86, 14]"
465,"[86, 14]"
466,"[86, 18]"
467,"[86, 14]"
468,"[86, 91]"
469,"[86, 65]"
470,"[30, 25]"
471,"[57, 3]"
472,"[30, 96]"
473,"[30, 3]"
474,"[44, 3]"
475,"[55, 96]"
476,"[55, 96, 59]"
477,"[44, 96, 59]"
478,"[17, 96]"
479,"[31, 44]"
480,"[31, 44]"
481,"[31, 44]"
482,"[79, 44]"
483,[79]
484,[79]
485,[55]
486,[55]
487,[55]
488,[55]
489,[55]
490,[58]
491,[58]
492,[58]
493,[58]
494,[58]
495,[78]
496,[69]
497,[69]
498,[69]
499,[78]
500,[62]
501,[62]
502,[62]
503,[62]
504,[86]
505,[86]
506,"[86, 41]"
507,"[86, 41]"
508,"[86, 41]"
509,"[17, 44]"
510,"[74, 44]"
511,[80]
512,[17]
513,[34]
514,[34]
515,[34]
516,[58]
517,[62]
518,[62]
519,[62]
520,[62]
521,[62]
522,[62]
523,"[3, 44]"
524,"[3, 44]"
525,"[3, 44]"
526,[33]
527,[33]
528,[33]
529,[33]
530,[33]
531,[22]
532,[66]
533,[22]
534,"[22, 27]"
535,[22]
536,"[22, 27]"
537,"[66, 27]"
538,"[66, 27]"
539,"[82, 27]"
540,"[82, 59]"
541,[82]
542,[82]
543,[74]
544,[74]
545,[74]
546,[74]
547,[74]
548,[74]
549,[74]
550,[22]
551,[66]
552,[66]
553,[66]
554,"[22, 27]"
555,"[66, 2]"
556,"[66, 40]"
557,"[66, 37]"
558,"[22, 60]"
559,[55]
560,"[55, 91]"
561,[55]
562,"[55, 91]"
563,"[55, 29]"
564,"[78, 29]"
565,[78]
566,[78]
567,[78]
568,[78]
569,[86]
570,[86]
571,[86]
572,[70]
573,[70]
574,[70]
575,[53]
576,[53]
577,[53]
578,[84]
579,"[63, 91]"
580,"[58, 91]"
581,"[58, 91]"
582,"[58, 91]"
583,"[82, 65]"
584,"[58, 65]"
585,"[58, 65]"
586,"[56, 65]"
587,[56]
588,[56]
589,[56]
590,[56]
591,[22]
592,[22]
593,[66]
594,"[22, 65]"
595,"[22, 65]"
596,"[66, 65]"
597,"[22, 65]"
598,"[66, 25]"
599,"[22, 25]"
600,"[31, 25]"
601,"[25, 31]"
602,"[65, 31]"
603,"[25, 31]"
604,"[31, 65]"
605,"[31, 65]"
606,"[44, 65]"
607,"[86, 65]"
608,"[44, 65]"
609,"[27, 65]"
610,"[27, 65]"
611,"[27, 65]"
612,"[27, 59]"
613,[27]
614,[1]
615,[91]
616,[91]
617,[1]
618,[1]
619,[58]
620,"[58, 3]"
621,[1]
622,[27]
623,[44]
624,[38]
625,[51]
626,[71]
627,[3]
628,[28]
629,[19]
630,[22]
631,[67]
632,[71]
633,[96]
634,"[47, 27]"
635,"[65, 27]"
636,"[65, 96]"
637,"[71, 96]"
638,"[75, 39]"
639,"[14, 39]"
640,"[34, 65]"
641,"[65, 63]"
642,"[65, 34]"
643,"[50, 65]"
644,"[92, 65]"
645,"[20, 65]"
646,"[27, 65]"
647,"[94, 39]"
648,"[27, 65]"
649,"[78, 65]"
650,"[27, 65]"
651,"[64, 39]"
652,"[71, 65]"
653,"[47, 65]"
654,"[82, 65]"
655,"[56, 65]"
656,"[67, 39]"
657,"[28, 65]"
658,"[58, 65]"
659,[65]
660,"[90, 65]"
661,"[56, 65]"
662,"[59, 39]"
663,[6]
664,[12]
665,[12]
666,[64]
667,[4]
668,[11]
669,"[11, 65]"
670,"[11, 65]"
671,"[5, 65]"
672,"[5, 65]"
673,"[5, 65]"
674,"[10, 65]"
675,"[10, 65]"
676,"[13, 65]"
677,"[9, 39]"
678,[39]
679,[39]
680,[39]
681,[39]
682,[39]
683,[39]
684,[39]
685,"[35, 39]"
686,"[78, 39]"
687,"[35, 39]"
688,[78]
689,[78]
690,[35]
691,[78]
692,[78]
693,[78]
694,[35]
695,[78]
696,[78]
697,[78]
698,[91]
699,[91]
700,[96]
701,[91]
702,[96]
703,[96]
704,[96]
705,[39]
706,[39]
707,[39]
708,[39]
709,[39]
710,[39]
711,[39]
712,[39]
713,[39]
714,[39]
715,[39]
716,[39]
717,[39]
718,[39]
719,[39]
720,[39]
721,[39]
722,[74]
723,[74]
724,[39]
725,[56]
726,[56]
727,"[56, 1]"
728,"[22, 1]"
729,"[66, 1]"
730,"[66, 1]"
731,"[22, 39]"
732,"[22, 27]"
733,"[71, 39]"
734,[71]
735,[71]
736,[71]
737,[71]
738,[71]
739,[71]
740,[71]
741,[71]
742,[71]
743,[71]
744,[71]
745,[71]
746,[71]
747,[71]
748,[71]
749,[71]
750,[71]
751,[71]
752,[71]
753,[71]
754,[71]
755,[71]
756,[71]
757,[71]
758,[71]
759,[71]
760,[71]
761,[71]
762,[71]
763,[71]
764,[71]
765,[71]
766,[71]
767,[71]
768,[71]
769,[71]
770,[71]
771,[28]
772,[28]
773,[71]
774,[71]
775,[71]
776,[28]
777,[71]
778,[71]
779,[71]
780,[71]
781,[71]
782,[71]
783,[71]
784,"[71, 63]"
785,"[71, 42]"
786,"[71, 63]"
787,"[71, 63]"
788,"[71, 42, 59]"
789,"[71, 42]"
790,[71]
791,[71]
792,[71]
793,[71]
794,[71]
795,[71]
796,[71]
797,[71]
798,[71]
799,[71]
800,[19]
801,[19]
802,[19]
803,[19]
804,[19]
805,[19]
806,[19]
807,"[19, 66]"
808,"[19, 66]"
809,"[19, 66]"
810,"[71, 66]"
811,"[71, 90]"
812,"[71, 90]"
813,"[71, 90]"
814,"[71, 90]"
815,[71]
816,[71]
817,[71]
818,[71]
819,[71]
820,"[71, 74]"
821,"[71, 74]"
822,"[71, 74]"
823,[71]
824,[71]
825,[71]
826,"[71, 74]"
827,[71]
828,[71]
829,[71]
830,[71]
831,"[71, 79]"
832,"[71, 79]"
833,"[71, 79]"
834,"[71, 56]"
835,"[71, 81]"
836,"[46, 56]"
837,"[46, 82]"
838,"[46, 82]"
839,"[46, 82]"
840,"[46, 62]"
841,"[46, 62]"
842,"[46, 62]"
843,[82]
844,[82]
845,[82]
846,[82]
847,"[82, 31]"
848,"[82, 31]"
849,"[82, 31]"
850,"[53, 66]"
851,"[53, 22]"
852,"[50, 22]"
853,"[53, 22]"
854,[47]
855,[47]
856,[47]
857,"[47, 33]"
858,"[47, 33]"
859,"[47, 59]"
860,"[82, 66]"
861,"[82, 66]"
862,"[82, 22]"
863,"[82, 34]"
864,"[82, 34]"
865,"[82, 34]"
866,[47]
867,[47]
868,[47]
869,[47]
870,[50]
871,[50]
872,[50]
873,[50]
874,[50]
875,[82]
876,"[82, 22, 59]"
877,"[82, 22, 59]"
878,"[82, 66]"
879,"[22, 82]"
880,"[71, 59]"
881,"[50, 59]"
882,"[50, 59]"
883,[74]
884,[55]
885,[101]
886,[101]
887,[101]
888,[32]
889,[32]
890,"[32, 86]"
891,"[32, 86]"
892,"[32, 86]"
893,"[53, 86]"
894,"[50, 86]"
895,"[50, 56]"
896,"[53, 56]"
897,"[53, 56]"
898,"[63, 56]"
899,[50]
900,[53]
901,[50]
902,[50]
903,[50]
904,[50]
905,"[50, 28]"
906,"[50, 28]"
907,"[50, 28]"
908,[78]
909,[78]
910,"[78, 49]"
911,"[78, 49]"
912,"[78, 49]"
913,[33]
914,[33]
915,[33]
916,[33]
917,[50]
918,[50]
919,[50]
920,[50]
921,[50]
922,[50]
923,[50]
924,"[31, 28]"
925,"[31, 34]"
926,"[31, 28]"
927,[31]
928,[31]
929,[87]
930,[54]
931,[54]
932,[78]
933,"[78, 58]"
934,"[54, 58]"
935,"[53, 58]"
936,"[88, 63]"
937,"[53, 81]"
938,"[53, 66]"
939,"[53, 81]"
940,"[67, 53]"
941,[27]
942,[27]
943,[47]
944,[47]
945,[96]
946,[96]
947,[65]
948,[65]
949,[65]
950,[65]
951,[65]
952,[65]
953,[1]
954,"[1, 70]"
955,"[1, 70]"
956,"[23, 70]"
957,[25]
958,[25]
959,[55]
960,"[55, 56]"
961,"[55, 56]"
962,"[55, 56]"
963,"[55, 56]"
964,"[55, 56]"
965,"[55, 22]"
966,"[55, 66]"
967,"[55, 22]"
968,"[91, 22]"
969,[91]
970,[91]
971,[79]
972,[79]
973,[27]
974,"[27, 59]"
975,"[27, 59]"
976,[59]
977,"[30, 59]"
978,"[62, 59]"
979,"[30, 59]"
980,"[62, 59]"
981,"[55, 59]"
982,"[62, 59]"
983,"[30, 59]"
984,"[62, 38]"
985,"[30, 38]"
986,"[62, 38]"
987,"[55, 38]"
988,"[62, 38]"
989,"[43, 38]"
990,"[43, 38]"
991,"[43, 38]"
992,"[43, 38, 59]"
993,"[43, 38, 59]"
994,"[43, 38, 59]"
995,"[43, 38, 59]"
996,"[43, 38, 59]"
997,"[27, 38]"
998,"[27, 38]"
999,"[27, 38]"
1000,"[27, 38]"
1001,"[43, 38]"
1002,"[43, 38]"
1003,"[43, 78]"
1004,"[43, 78]"
1005,"[43, 78]"
1006,"[43, 78, 59]"
1007,"[43, 59, 14]"
1008,"[43, 38]"
1009,"[43, 14]"
1010,"[43, 38]"
1011,"[43, 38]"
1012,"[69, 38]"
1013,"[69, 38]"
1014,"[69, 55]"
1015,"[78, 55]"
1016,"[78, 44]"
1017,"[78, 44]"
1018,"[78, 31]"
1019,"[43, 17]"
1020,"[38, 17]"
1021,"[38, 17]"
1022,"[38, 17]"
1023,[38]
1024,[38]
1025,[43]
1026,[43]
1027,[64]
1028,[64]
1029,[64]
1030,[64]
1031,"[64, 56]"
1032,"[29, 58]"
1033,"[29, 58]"
1034,"[29, 58]"
1035,"[29, 58]"
1036,"[29, 58]"
1037,"[29, 69]"
1038,"[29, 69]"
1039,"[29, 69]"
1040,"[29, 78]"
1041,"[29, 78]"
1042,"[29, 74]"
1043,"[29, 80]"
1044,"[26, 17]"
1045,"[26, 17]"
1046,[26]
1047,[26]
1048,[55]
1049,[89]
1050,[55]
1051,[89]
1052,[55]
1053,[29]
1054,[55]
1055,[100]
1056,"[29, 53]"
1057,"[29, 53]"
1058,"[55, 84]"
1059,"[100, 53]"
1060,"[29, 64]"
1061,"[69, 64]"
1062,[69]
1063,[69]
1064,"[69, 58]"
1065,"[78, 58]"
1066,"[86, 58]"
1067,"[86, 58]"
1068,"[86, 58]"
1069,"[86, 20]"
1070,[86]
1071,[86]
1072,[86]
1073,[86]
1074,[78]
1075,[78]
1076,"[78, 58]"
1077,"[43, 58]"
1078,"[43, 58]"
1079,"[43, 58]"
1080,"[43, 66]"
1081,"[43, 31]"
1082,"[43, 31]"
1083,"[69, 31]"
1084,"[97, 31]"
1085,"[97, 31]"
1086,"[69, 24]"
1087,"[69, 24]"
1088,"[69, 70]"
1089,"[97, 70]"
1090,"[97, 70]"
1091,"[69, 24]"
1092,"[69, 24]"
1093,"[86, 78]"
1094,"[86, 78]"
1095,"[86, 78]"
1096,"[86, 78]"
1097,"[86, 78]"
1098,"[86, 78]"
1099,"[86, 78]"
1100,"[86, 78]"
1101,[86]
1102,[28]
1103,[61]
1104,[28]
1105,[34]
1106,[28]
1107,[28]
1108,[61]
1109,[28]
1110,[34]
1111,[28]
1112,[28]
1113,[56]
1114,[56]
1115,[56]
1116,"[56, 19]"
1117,"[56, 19]"
1118,"[72, 19]"
1119,"[72, 19]"
1120,"[92, 19]"
1121,"[92, 74]"
1122,"[45, 74]"
1123,"[94, 74]"
1124,"[98, 74]"
1125,"[45, 74]"
1126,"[8, 100]"
1127,"[55, 100]"
1128,"[55, 100]"
1129,"[55, 100]"
1130,"[55, 100]"
1131,"[55, 100]"
1132,"[94, 100]"
1133,"[98, 64]"
1134,"[94, 64]"
1135,"[66, 64]"
1136,"[101, 89]"
1137,"[101, 69]"
1138,"[66, 69]"
1139,"[7, 69]"
1140,"[27, 58]"
1141,"[67, 58]"
1142,"[67, 58]"
1143,"[27, 58]"
1144,"[27, 0]"
1145,"[67, 58]"
1146,"[67, 58]"
1147,"[27, 58]"
1148,"[56, 58]"
1149,"[56, 28]"
1150,"[56, 34]"
1151,"[56, 34]"
1152,"[56, 34]"
1153,"[56, 63]"
1154,"[56, 34]"
1155,"[56, 26]"
1156,"[56, 64]"
1157,"[56, 26]"
1158,"[56, 26]"
1159,"[56, 26]"
1160,"[56, 58]"
1161,"[56, 58]"
1162,"[56, 58]"
1163,[56]
1164,"[56, 64]"
1165,"[56, 64]"
1166,"[86, 64]"
1167,"[86, 27]"
1168,"[86, 14]"
1169,"[86, 14]"
1170,"[86, 14]"
1171,"[86, 14]"
1172,"[86, 14]"
1173,"[86, 92]"
1174,"[74, 72]"
1175,"[74, 94]"
1176,"[74, 72]"
1177,"[75, 100]"
1178,"[75, 100]"
1179,"[75, 100]"
1180,"[75, 100]"
1181,"[75, 100]"
1182,"[14, 52]"
1183,"[14, 52]"
1184,"[68, 52]"
1185,"[14, 48]"
1186,"[14, 22]"
1187,"[14, 22]"
1188,"[68, 22]"
1189,"[14, 22]"
1190,[65]
1191,[65]
1192,[65]
1193,[65]
1194,[65]
1195,[65]
1196,[65]
1197,[22]
1198,[22]
1199,[22]
1200,[22]
1201,[22]
1202,[22]
1203,[22]
1204,[14]
1205,[14]
1206,[68]
1207,[68]
1208,[78]
1209,[78]
1210,[78]
1211,[78]
1212,[99]
1213,[99]
1214,"[99, 59]"
1215,"[14, 59]"
1216,"[74, 59]"
1217,"[68, 59]"
1218,"[14, 59]"
1219,[72]
1220,[72]
1221,[72]
1222,[72]
1223,[72]
1224,[72]
1225,[72]
1226,[72]
1227,[72]
1228,[72]
1229,[72]
1230,[72]
1231,[14]
1232,[75]
1233,[14]
1234,[93]
1235,[94]
1236,[93]
1237,[93]
1238,[94]
1239,[93]
1240,[93]
1241,[93]
1242,[94]
1243,[93]
1244,[39]
1245,[39]
1246,[39]
1247,[39]
1248,[39]
1249,[65]
1250,[65]
1251,"[65, 31]"
1252,"[65, 31]"
1253,"[65, 31]"
1254,"[65, 31]"
1255,[65]
1256,[65]
1257,[59]
1258,[59]
1259,"[94, 84]"
1260,"[94, 84]"
1261,"[98, 17]"
1262,"[94, 17]"
1263,"[27, 17]"
1264,"[67, 51]"
1265,"[67, 72]"
1266,"[27, 14]"
1267,"[29, 14]"
1268,"[29, 68]"
1269,"[29, 68]"
1270,"[91, 14]"
1271,"[91, 14]"
1272,[91]
1273,[91]
1274,[55]
1275,[55]
1276,[55]
1277,[55]
1278,[25]
1279,[25]
1280,[25]
1281,[55]
1282,[55]
1283,"[55, 100]"
1284,"[25, 51]"
1285,"[25, 97]"
1286,[25]
1287,[25]
1288,[91]
1289,[1]
1290,[1]
1291,[1]
1292,[1]
1293,[1]
1294,[1]
1295,[1]
1296,"[1, 72]"
1297,"[55, 16]"
1298,"[55, 16]"
1299,"[55, 14]"
1300,"[55, 14]"
1301,"[60, 14]"
1302,[89]
1303,"[89, 14]"
1304,"[89, 14]"
1305,"[89, 14]"
1306,"[89, 14]"
1307,[89]
1308,[89]
1309,[89]
1310,[89]
1311,"[89, 97]"
1312,"[89, 97]"
1313,"[89, 97]"
1314,"[89, 97]"
1315,[89]
1316,"[89, 97]"
1317,"[89, 97]"
1318,"[89, 97]"
1319,"[89, 97]"
1320,[89]
1321,[49]
1322,[91]
1323,[49]
1324,[49]
1325,[91]
1326,[49]
1327,[55]
1328,[55]
1329,[55]
1330,[55]
1331,[55]
1332,[55]
1333,[63]
1334,[63]
1335,[63]
1336,[55]
1337,[55]
1338,[55]
1339,[55]
1340,[1]
1341,[1]
1342,[1]
1343,[91]
1344,[1]
1345,[63]
1346,[91]
1347,[91]
1348,[91]
1349,[91]
1350,[91]
1351,"[91, 59]"
1352,[63]
1353,"[1, 73]"
1354,"[1, 73]"
1355,"[1, 73]"
1356,"[63, 73]"
1357,"[63, 73]"
1358,[63]
1359,[63]
1360,"[69, 59]"
1361,"[69, 59]"
1362,"[69, 59]"
1363,"[69, 59]"
1364,[69]
1365,[69]
1366,[69]
1367,[69]
1368,[69]
1369,"[69, 59]"
1370,"[69, 59]"
1371,"[69, 59]"
1372,[1]
1373,[1]
1374,[1]
1375,[91]
1376,[91]
1377,[91]
1378,[91]
1379,[91]
1380,[97]
1381,[59]
1382,[59]
1383,[59]
1384,[59]
1385,[59]
1386,[59]
1387,[59]
1388,[59]
1389,[59]
1390,[59]
1391,[14]
1392,[14]
1393,[59]
1394,[59]
1395,[59]
1396,[59]
1397,[59]
1398,[59]
1399,[59]
1400,[21]
1401,[21]
1402,[68]
1403,[27]
1404,[21]
1405,[27]
1406,[27]
1407,[27]
1408,[89]
1409,[89]
1410,[89]
1411,[89]
1412,[89]
1413,[65]
1414,[65]
1415,[65]
1416,[65]
1417,[65]
1418,[74]
1419,[74]
1420,[74]
1421,[74]
1422,[74]
1423,[74]
1424,[74]
1425,[3]
1426,[3]
1427,[3]
1428,[92]
1429,[72]
1430,[92]
1431,[92]
1432,[3]
1433,"[3, 58]"
1434,"[3, 58]"
1435,"[33, 58]"
1436,"[33, 27]"
1437,[59]
1438,[59]
1439,[59]
1440,[59]
1441,[59]
1442,[59]
1443,[14]
1444,[59]
1445,[59]
1446,[59]
1447,[59]
1448,[59]
1449,[59]
1450,[59]
1451,[59]
1452,[59]
1453,[59]
1454,[59]
1455,[56]
1456,[100]
1457,[100]
1458,[100]
1459,[100]
1460,[100]
1461,[3]
